"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"AP"	"deliverymethod"
"72037"	"Levomepromazine 100mg tablets"	"Levomepromazine"	"100mg"	"Tablet"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"72326"	"Risperidone 500microgram tablets (Accord Healthcare Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"72543"	"Risperidone 2mg tablets (Accord Healthcare Ltd)"	"Risperidone"	"2mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"72577"	"Olanzapine 7.5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Olanzapine"	"7.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"72596"	"Aripiprazole 5mg tablets (Creo Pharma Ltd)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"72716"	"Chlorpromazine oral liquid"	"Chlorpromazine"	NA	"Oral solution"	"Oral"	"04020100/40120000"	"Chlorpromazine"	"Oral"
"72753"	"Risperdal 1mg/ml oral solution (Lexon (UK) Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Risperidone"	"Oral"
"72822"	"Abilify 5mg tablets (Waymade Healthcare Plc)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"72898"	"Trifluoperazine 1mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)"	"Trifluoperazine"	"200microgram/1ml"	"Oral solution"	"Oral"	"04020101/04065400"	"Trifluoperazine"	"Oral"
"73148"	"Prochlorperazine 5mg tablets (Bristol Laboratories Ltd)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"73185"	"Paliperidone 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes"	"Paliperidone"	"200mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"73439"	"Quetiapine 150mg/5ml oral suspension"	"Quetiapine"	"30mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"73469"	"Thioridazine 25mg/5ml sugar free Oral solution (Rosemont Pharmaceuticals Ltd)"	"Thioridazine"	"25mg/5ml"	"Oral Solution"	"Oral"	"04020100"	"Thioridazine"	"Oral"
"73535"	"Haloperidol 2.5mg/5ml oral suspension"	"Haloperidol"	"500microgram/1ml"	"Oral suspension"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"73656"	"Risperidone 2mg tablets (Almus Pharmaceuticals Ltd)"	"Risperidone"	"2mg"	"Tablet"	"Oral"	"00000000"	"Risperidone"	"Oral"
"73742"	"Tenprolide XL 200mg tablets (Actavis UK Ltd)"	"Quetiapine"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"73828"	"Sulpiride 150mg/5ml oral solution"	"Sulpiride"	"30mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Sulpiride"	"Oral"
"73829"	"Sulpiride 200mg/5ml oral solution"	"Sulpiride"	"40mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Sulpiride"	"Oral"
"73833"	"Haloperidol 500micrograms/5ml oral suspension"	"Haloperidol"	"100microgram/1ml"	"Oral suspension"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"73980"	"Abilify 5mg tablets (Lexon (UK) Ltd)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"74088"	"Chlorpromazine 25mg suppositories"	"Chlorpromazine"	"25mg"	"Suppository"	"Rectal"	"04020101"	"Chlorpromazine"	"Oral"
"74298"	"Xeplion 150mg/1.5ml and 100mg/1ml suspension for injection treatment initiation pack (Janssen-Cilag Ltd)"	"Paliperidone"	"150mg/1"	"Solution for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"74591"	"Atrolak XL 300mg tablets (Accord Healthcare Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"74620"	"Haloperidol 1mg/5ml sugar free Oral solution (Rosemont Pharmaceuticals Ltd)"	"Haloperidol"	"1mg/5ml"	"Oral Solution"	"Oral"	"04020100/40120000"	"Haloperidol"	"Oral"
"74688"	"Fluanxol 500microgram tablets (Necessity Supplies Ltd)"	"Flupentixol"	"500microgram"	"Tablet"	"Oral"	"04030400"	"Flupentixol"	"Oral"
"74690"	"Quetiapine 125mg/5ml oral solution"	"Quetiapine"	"25mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"74782"	"Risperdal 1mg tablets (Lexon (UK) Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"74797"	"Buccastem 3mg tablets (DE Pharmaceuticals)"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"04065400"	"Prochlorperazine"	"Oral"
"74834"	"Olanzapine 10mg orodispersible tablets sugar free (Actavis UK Ltd)"	"Olanzapine"	"10mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"74855"	"Olanzapine 20mg orodispersible tablets (Teva UK Ltd)"	"Olanzapine"	"20mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"74856"	"Seroquel 200mg tablets (Waymade Healthcare Plc)"	"Quetiapine"	"200mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"74864"	"Olanzapine 15mg orodispersible tablets (Teva UK Ltd)"	"Olanzapine"	"15mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"74902"	"Zalasta 20mg orodispersible tablets (Consilient Health Ltd)"	"Olanzapine"	"20mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"75427"	"Quetiapine 25mg tablets (Waymade Healthcare Plc)"	"Quetiapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"75605"	"Amisulpride 200mg tablets (Teva UK Ltd)"	"Amisulpride"	"200mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"75649"	"Brancico XL 300mg tablets (Zentiva)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"75650"	"Brancico XL 200mg tablets (Zentiva)"	"Quetiapine"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"75919"	"Promazine 12.5mg/5ml oral solution"	"Promazine"	"2.5mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Promazine"	"Oral"
"76199"	"Amisulpride 50mg tablets (Mylan)"	"Amisulpride"	"50mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"76308"	"Olanzapine 15mg/5ml oral solution"	"Olanzapine"	"3mg/1ml"	"Oral solution"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"76428"	"Risperidone 1mg tablets (Almus Pharmaceuticals Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"00000000"	"Risperidone"	"Oral"
"76438"	"Sulpiride 400mg tablets (Medreich Plc)"	"Sulpiride"	"400mg"	"Tablet"	"Oral"	"04020101"	"Sulpiride"	"Oral"
"76439"	"Haloperidol 20mg tablets (Sandoz Ltd)"	"Haloperidol"	"20mg"	"Tablet"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"76534"	"Prochlorperazine 3mg buccal tablets (Medreich Plc)"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"04065400"	"Prochlorperazine"	"Oral"
"76560"	"Risperdal 2mg tablets (Lexon (UK) Ltd)"	"Risperidone"	"2mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"76664"	"Promazine 25mg/5ml oral suspension"	"Promazine"	"5mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"Promazine"	"Oral"
"76775"	"Olanzapine 2.5mg orodispersible tablets sugar free"	"Olanzapine"	"2.5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"76933"	"Risperdal Consta 25mg powder and solvent for suspension for injection vials (Waymade Healthcare Plc)"	"Risperidone"	"25mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102"	"Risperidone"	"Injection"
"76959"	"Promazine 6.25mg/5ml oral suspension"	"Promazine"	"1.25mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"Promazine"	"Oral"
"77027"	"Risperidone 2mg tablets (Waymade Healthcare Plc)"	"Risperidone"	"2mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"77072"	"Risperidone 1mg tablets (Almus Pharmaceuticals Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"77076"	"Abilify 5mg tablets (Dowelhurst Ltd)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"77098"	"Risperidone 2mg tablets (Dexcel-Pharma Ltd)"	"Risperidone"	"2mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"77215"	"Quetiapine 300mg tablets (Accord Healthcare Ltd)"	"Quetiapine"	"300mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"77216"	"Quetiapine 150mg tablets (Accord Healthcare Ltd)"	"Quetiapine"	"150mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"77484"	"Quetiapine 25mg tablets (A A H Pharmaceuticals Ltd)"	"Quetiapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"77489"	"Promazine 50mg/5ml Liquid (Genus Pharmaceuticals Ltd)"	"Promazine"	"50mg/5ml"	"Liquid"	NA	"04020100"	"Promazine"	"Oral"
"77571"	"Prochlorperazine 5mg tablets (Waymade Healthcare Plc)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"77605"	"Invega 9mg modified-release tablets (Janssen-Cilag Ltd)"	"Paliperidone"	"9mg"	"Modified-release tablet"	"Oral"	"04020102"	"Paliperidone"	"Oral"
"77606"	"Invega 3mg modified-release tablets (Janssen-Cilag Ltd)"	"Paliperidone"	"3mg"	"Modified-release tablet"	"Oral"	"04020102"	"Paliperidone"	"Oral"
"77644"	"Paliperidone 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes"	"Paliperidone"	"200mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"77733"	"Brancico XL 50mg tablets (Zentiva)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"77885"	"Olanzapine 7.5mg orodispersible tablets sugar free"	"Olanzapine"	"7.5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"77890"	"Droperidol 2.5mg/1ml solution for injection ampoules (Panpharma UK Ltd)"	"Droperidol"	"2.5mg/1ml"	"Solution for injection"	"Intravenous"	"04065400"	"Droperidol"	"Injection"
"77988"	"Haloperidol 1.5mg tablets (Crescent Pharma Ltd)"	"Haloperidol"	"1.5mg"	"Tablet"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"78227"	"Aripiprazole 5mg tablets (A A H Pharmaceuticals Ltd)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"78283"	"Olanzapine 15mg orodispersible tablets sugar free (Actavis UK Ltd)"	"Olanzapine"	"15mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"78430"	"Thioridazine 25mg Tablet (Actavis UK Ltd)"	"Thioridazine"	"25mg"	"Tablet"	"Oral"	"04020100"	"Thioridazine"	"Oral"
"78449"	"Risperidone 1mg/ml oral solution sugar free (Sandoz Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Risperidone"	"Oral"
"78578"	"Aripiprazole 15mg tablets (A A H Pharmaceuticals Ltd)"	"Aripiprazole"	"15mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"78609"	"Quetiapine 300mg tablets (Teva UK Ltd)"	"Quetiapine"	"300mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"78616"	"Trevicta 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"200mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"78807"	"Olanzapine 5mg orodispersible tablets (A A H Pharmaceuticals Ltd)"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"78913"	"Aripiprazole 1mg/ml oral solution sugar free"	"Aripiprazole"	"1mg/ml"	"Oral solution"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"79024"	"Promazine 50mg Tablet (Teva UK Ltd)"	"Promazine"	"50mg"	"Tablet"	"Oral"	"04020100"	"Promazine"	"Oral"
"79313"	"Paliperidone 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes"	"Paliperidone"	"175mg/0"	"Solution for injection"	"Intramuscular"	"04020200"	"Paliperidone"	"Injection"
"79336"	"Amisulpride 50mg tablets (Kent Pharmaceuticals Ltd)"	"Amisulpride"	"50mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"79430"	"Risperidone 500microgram orodispersible tablets sugar free (Consilient Health Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"79436"	"Olanzapine 20mg tablets (Actavis UK Ltd)"	"Olanzapine"	"20mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"79488"	"Risperidone 500microgram tablets (Almus Pharmaceuticals Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"79527"	"Promazine 25mg/5ml oral solution (Waymade Healthcare Plc)"	"Promazine"	"5mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Promazine"	"Oral"
"79560"	"Cariprazine 4.5mg capsules"	"Cariprazine"	"4.5mg"	"Capsule"	"Oral"	"04020100"	"Cariprazine"	"Oral"
"79762"	"Levomepromazine 2.5mg/5ml oral suspension"	"Levomepromazine"	"500microgram/1ml"	"Oral suspension"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"79893"	"Quetiapine 25mg tablets (Mylan)"	"Quetiapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"79911"	"Zalasta 2.5mg tablets (Consilient Health Ltd)"	"Olanzapine"	"2.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"80112"	"Cariprazine 1.5mg capsules"	"Cariprazine"	"1.5mg"	"Capsule"	"Oral"	"04020100"	"Cariprazine"	"Oral"
"80182"	"Olanzapine 2.5mg tablets (A A H Pharmaceuticals Ltd)"	"Olanzapine"	"2.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"80350"	"Cariprazine 3mg capsules"	"Cariprazine"	"3mg"	"Capsule"	"Oral"	"04020100"	"Cariprazine"	"Oral"
"80449"	"Amisulpride 50mg tablets (Milpharm Ltd)"	"Amisulpride"	"50mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"80487"	"Aripiprazole 5mg tablets (Sandoz Ltd)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"80551"	"Prochlorperazine 5mg tablets (Medreich Plc)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"80669"	"Brancico XL 400mg tablets (Zentiva)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"80862"	"Quetiapine 75mg/5ml oral suspension"	"Quetiapine"	"15mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"80863"	"Quetiapine 150mg/5ml oral solution"	"Quetiapine"	"30mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"80892"	"Aripiprazole 10mg tablets (A A H Pharmaceuticals Ltd)"	"Aripiprazole"	"10mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"80963"	"Risperidone 1mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Risperidone"	"1mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"80978"	"Aripiprazole 10mg tablets (HBS Healthcare Ltd)"	"Aripiprazole"	"10mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"81144"	"Risperidone 2mg tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"2mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"81209"	"Risperidone 500microgram tablets (Aurobindo Pharma Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"81221"	"Cariprazine 6mg capsules"	"Cariprazine"	"6mg"	"Capsule"	"Oral"	"04020100"	"Cariprazine"	"Oral"
"81233"	"Clozapine 12.5mg orodispersible tablets sugar free"	"Clozapine"	"12.5mg"	"Tablet"	"Oral"	"04020102"	"Clozapine"	"Oral"
"81234"	"Quetiapine 200mg tablets (Milpharm Ltd)"	"Quetiapine"	"200mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"81316"	"Prochlorperazine 5mg tablets (Phoenix Healthcare Distribution Ltd)"	"Prochlorperazine"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"Prochlorperazine"	"Oral"
"81345"	"Olanzapine 5mg tablets (Generics (UK) Ltd)"	"Olanzapine"	"5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"81625"	"Haloperidol 10mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Haloperidol"	"10mg"	"Tablet"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"81626"	"Haloperidol 10mg tablets (Teva UK Ltd)"	"Haloperidol"	"10mg"	"Tablet"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"81634"	"Haloperidol 5mg tablets (A A H Pharmaceuticals Ltd)"	"Haloperidol"	"5mg"	"Tablet"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"81640"	"Thioridazine 50mg Tablet (Actavis UK Ltd)"	"Thioridazine"	"50mg"	"Tablet"	"Oral"	"04020100"	"Thioridazine"	"Oral"
"81649"	"Risperidone 250microgram tablets"	"Risperidone"	"250microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"81762"	"Chlorpromazine 12.5mg/5ml oral suspension"	"Chlorpromazine"	"2.5mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"81784"	"Haloperidol 500microgram tablets (Crescent Pharma Ltd)"	"Haloperidol"	"500microgram"	"Tablet"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"81870"	"Clozapine 100mg orodispersible tablets sugar free"	"Clozapine"	"100mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Clozapine"	"Oral"
"81871"	"Clozapine 25mg orodispersible tablets sugar free"	"Clozapine"	"25mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Clozapine"	"Oral"
"81975"	"Risperidone 500microgram tablets (Relonchem Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"82074"	"Brancico XL 150mg tablets (Zentiva)"	"Quetiapine"	"150mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"82311"	"Risperidone 500microgram orodispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"82409"	"Risperidone 2mg tablets (Sandoz Ltd)"	"Risperidone"	"2mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"82412"	"Olanzapine 5mg tablets (Sandoz Ltd)"	"Olanzapine"	"5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"82417"	"Olanzapine 2.5mg tablets (Sandoz Ltd)"	"Olanzapine"	"2.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"82421"	"Amisulpride 50mg tablets (Sandoz Ltd)"	"Amisulpride"	"50mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"82434"	"Risperidone 3mg tablets (Sandoz Ltd)"	"Risperidone"	"3mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"82435"	"Sulpiride 200mg tablets (Medreich Plc)"	"Sulpiride"	"200mg"	"Tablet"	"Oral"	"04020101"	"Sulpiride"	"Oral"
"82436"	"Olanzapine 5mg orodispersible tablets sugar free (Ranbaxy (UK) Ltd)"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"82439"	"Chlorpromazine 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Chlorpromazine"	"5mg/1ml"	"Oral solution"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"82446"	"Amisulpride 100mg tablets (Sandoz Ltd)"	"Amisulpride"	"100mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"82566"	"Seroquel 25mg tablets (Waymade Healthcare Plc)"	"Quetiapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"82582"	"Seroquel 100mg tablets (Waymade Healthcare Plc)"	"Quetiapine"	"100mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"82640"	"Reagila 3mg capsules (Recordati Pharmaceuticals Ltd)"	"Cariprazine"	"3mg"	"Capsule"	"Oral"	"04020100"	"Cariprazine"	"Oral"
"82922"	"Risperidone 1mg tablets (Phoenix Healthcare Distribution Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"82933"	"Quetiapine 600mg modified-release tablets"	"Quetiapine"	"600mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"82946"	"Aripiprazole 5mg tablets (Milpharm Ltd)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"83070"	"Biquelle XL 600mg tablets (Aspire Pharma Ltd)"	"Quetiapine"	"600mg"	"Modified-release tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"83072"	"Amisulpride 200mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Amisulpride"	"200mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"83330"	"Quetiapine 300mg tablets (DE Pharmaceuticals)"	"Quetiapine"	"300mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"83460"	"Risperidone 3mg tablets (Almus Pharmaceuticals Ltd)"	"Risperidone"	"3mg"	"Tablet"	"Oral"	"00000000"	"Risperidone"	"Oral"
"83485"	"Chlorpromazine 50mg tablets (Almus Pharmaceuticals Ltd)"	"Chlorpromazine"	"50mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"83552"	"Pericyazine oral liquid"	"Pericyazine"	NA	"Oral solution"	"Oral"	"04020100"	"Pericyazine"	"Oral"
"83564"	"CHLORPROMAZINE HCl 10 MG TAB"	"Chlorpromazine"	"10 MG"	"Tablet"	"Oral"	"00000000"	"Chlorpromazine"	"Oral"
"83575"	"Quetiapine 100mg tablets (Lupin Healthcare (UK) Ltd)"	"Quetiapine"	"100mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"83661"	"Risperidone 250microgram tablets (Zentiva)"	"Risperidone"	"250microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"83700"	"Risperidone 1mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Risperidone"	"Oral"
"83744"	"Quetiapine 25mg tablets (Consilient Health Ltd)"	"Quetiapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"84004"	"Quetiapine 300mg tablets (Milpharm Ltd)"	"Quetiapine"	"300mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"84005"	"Quetiapine 100mg tablets (Milpharm Ltd)"	"Quetiapine"	"100mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"84080"	"Levomepromazine 50mg tablets"	"Levomepromazine"	"50mg"	"Tablet"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"84091"	"Fluanxol 500microgram tablets (Sigma Pharmaceuticals Plc)"	"Flupentixol"	"500microgram"	"Tablet"	"Oral"	"04030400"	"Flupentixol"	"Oral"
"84248"	"Zaponex 12.5mg orodispersible tablets (Leyden Delta B.V.)"	"Clozapine"	"12.5mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Clozapine"	"Oral"
"84253"	"Aripiprazole 5mg tablets (Teva UK Ltd)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"84320"	"Risperidone 250micrograms/5ml oral suspension"	"Risperidone"	"50microgram/1ml"	"Oral suspension"	"Oral"	"04020102"	"Risperidone"	"Oral"
"84366"	"Risperidone 500microgram tablets (DE Pharmaceuticals)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"84475"	"Chlorpromazine 25mg tablets (DE Pharmaceuticals)"	"Chlorpromazine"	"25mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"84574"	"Risperdal 4mg tablets (Lexon (UK) Ltd)"	"Risperidone"	"4mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"84742"	"Zalasta 10mg tablets (Consilient Health Ltd)"	"Olanzapine"	"10mg"	"Tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"84756"	"Zalasta 15mg orodispersible tablets (Consilient Health Ltd)"	"Olanzapine"	"15mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"84774"	"Risperidone 1mg tablets (Milpharm Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"84868"	"Risperidone 1mg/ml oral solution sugar free (Waymade Healthcare Plc)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Risperidone"	"Oral"
"85004"	"Levomepromazine 3mg tablets"	"Levomepromazine"	"3mg"	"Tablet"	"Oral"	"04020101"	"Levomepromazine"	"Oral"
"85127"	"Trifluoperazine 5mg/5ml oral solution sugar free (Advanz Pharma)"	"Trifluoperazine"	"1mg/1ml"	"Oral solution"	"Oral"	"04020101/04065400"	"Trifluoperazine"	"Oral"
"85144"	"Clopixol 10mg tablets (Waymade Healthcare Plc)"	"Zuclopenthixol"	"10mg"	"Tablet"	"Oral"	"04020101"	"Zuclopenthixol"	"Oral"
"85146"	"Quetiapine 150mg tablets (Teva UK Ltd)"	"Quetiapine"	"150mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
